strain,Age_con,Group,sero_prop,immunity_switch,Type
HKU1_S1,0,1,0.25,0.875,P
HKU1_S1,0,2,0.08088235294117647,0.875,M
HKU1_S1,0,3,0.18382352941176472,0.875,M
HKU1_S1,0,4,0.21323529411764705,0.875,M
HKU1_S1,0,5,0.23529411764705882,0.875,M
HKU1_S1,0,6,0.03676470588235294,0.875,M
HKU1_S1,0.125,1,0.72,0.875,P
HKU1_S1,0.125,2,0.12,0.875,M
HKU1_S1,0.125,4,0.12,0.875,M
HKU1_S1,0.125,5,0.04,0.875,M
HKU1_S1,0.25,1,0.6744186046511628,0.875,P
HKU1_S1,0.25,2,0.09302325581395349,0.875,M
HKU1_S1,0.25,3,0.11627906976744186,0.875,M
HKU1_S1,0.25,4,0.06976744186046512,0.875,M
HKU1_S1,0.25,5,0.046511627906976744,0.875,M
HKU1_S1,0.375,1,0.8888888888888888,0.875,P
HKU1_S1,0.375,3,0.05555555555555555,0.875,M
HKU1_S1,0.375,5,0.05555555555555555,0.875,M
HKU1_S1,0.5,1,0.84,0.875,P
HKU1_S1,0.5,2,0.06,0.875,M
HKU1_S1,0.5,3,0.02,0.875,M
HKU1_S1,0.5,4,0.04,0.875,M
HKU1_S1,0.5,5,0.03,0.875,M
HKU1_S1,0.5,6,0.01,0.875,M
HKU1_S1,0.625,1,0.9111111111111111,0.875,P
HKU1_S1,0.625,3,0.044444444444444446,0.875,M
HKU1_S1,0.625,4,0.022222222222222223,0.875,M
HKU1_S1,0.625,5,0.022222222222222223,0.875,M
HKU1_S1,0.75,1,0.8695652173913043,0.875,P
HKU1_S1,0.75,3,0.021739130434782608,0.875,M
HKU1_S1,0.75,4,0.021739130434782608,0.875,M
HKU1_S1,0.75,5,0.08695652173913043,0.875,M
HKU1_S1,0.875,1,0.9166666666666666,0.875,P
HKU1_S1,0.875,3,0.041666666666666664,0.875,M
HKU1_S1,0.875,5,0.041666666666666664,0.875,M
HKU1_S1,1,1,0.8562874251497006,0.875,P
HKU1_S1,1,2,0.011976047904191617,0.875,P
HKU1_S1,1,3,0.04790419161676647,0.875,P
HKU1_S1,1,4,0.023952095808383235,0.875,P
HKU1_S1,1,5,0.059880239520958084,0.875,P
HKU1_S1,2,1,0.6982758620689655,0.875,P
HKU1_S1,2,2,0.04310344827586207,0.875,P
HKU1_S1,2,3,0.0603448275862069,0.875,P
HKU1_S1,2,4,0.05172413793103448,0.875,P
HKU1_S1,2,5,0.13793103448275862,0.875,P
HKU1_S1,2,6,0.008620689655172414,0.875,P
HKU1_S1,3,1,0.5235294117647059,0.875,P
HKU1_S1,3,2,0.058823529411764705,0.875,P
HKU1_S1,3,3,0.047058823529411764,0.875,P
HKU1_S1,3,4,0.07647058823529412,0.875,P
HKU1_S1,3,5,0.2647058823529412,0.875,P
HKU1_S1,3,6,0.029411764705882353,0.875,P
HKU1_S1,4,1,0.4508670520231214,0.875,P
HKU1_S1,4,2,0.023121387283236993,0.875,P
HKU1_S1,4,3,0.09248554913294797,0.875,P
HKU1_S1,4,4,0.10982658959537572,0.875,P
HKU1_S1,4,5,0.2658959537572254,0.875,P
HKU1_S1,4,6,0.057803468208092484,0.875,P
HKU1_S1,5,1,0.32245681381957775,0.875,P
HKU1_S1,5,2,0.07293666026871401,0.875,P
HKU1_S1,5,3,0.11900191938579655,0.875,P
HKU1_S1,5,4,0.1343570057581574,0.875,P
HKU1_S1,5,5,0.30326295585412666,0.875,P
HKU1_S1,5,6,0.04798464491362764,0.875,P
HKU1_S1,10,1,0.3924050632911392,0.875,P
HKU1_S1,10,2,0.06751054852320675,0.875,P
HKU1_S1,10,3,0.09282700421940929,0.875,P
HKU1_S1,10,4,0.18143459915611815,0.875,P
HKU1_S1,10,5,0.24050632911392406,0.875,P
HKU1_S1,10,6,0.02531645569620253,0.875,P
HKU1_S1,15,1,0.26865671641791045,0.875,P
HKU1_S1,15,2,0.05970149253731343,0.875,P
HKU1_S1,15,3,0.14925373134328357,0.875,P
HKU1_S1,15,4,0.208955223880597,0.875,P
HKU1_S1,15,5,0.31343283582089554,0.875,P
HKU1_S1,20,1,0.10638297872340426,0.875,P
HKU1_S1,20,2,0.0851063829787234,0.875,P
HKU1_S1,20,3,0.1276595744680851,0.875,P
HKU1_S1,20,4,0.2553191489361702,0.875,P
HKU1_S1,20,5,0.425531914893617,0.875,P
HKU1_S1,25,1,0.08571428571428572,0.875,P
HKU1_S1,25,2,0.04285714285714286,0.875,P
HKU1_S1,25,3,0.1,0.875,P
HKU1_S1,25,4,0.18571428571428572,0.875,P
HKU1_S1,25,5,0.5714285714285714,0.875,P
HKU1_S1,25,6,0.014285714285714285,0.875,P
HKU1_S1,30,1,0.0784313725490196,0.875,P
HKU1_S1,30,2,0.0784313725490196,0.875,P
HKU1_S1,30,3,0.0392156862745098,0.875,P
HKU1_S1,30,4,0.17647058823529413,0.875,P
HKU1_S1,30,5,0.6274509803921569,0.875,P
HKU1_S1,35,1,0.09836065573770492,0.875,P
HKU1_S1,35,2,0.01639344262295082,0.875,P
HKU1_S1,35,3,0.01639344262295082,0.875,P
HKU1_S1,35,4,0.22950819672131148,0.875,P
HKU1_S1,35,5,0.6229508196721312,0.875,P
HKU1_S1,35,6,0.01639344262295082,0.875,P
HKU1_S1,40,1,0.03125,0.875,P
HKU1_S1,40,2,0.015625,0.875,P
HKU1_S1,40,3,0.125,0.875,P
HKU1_S1,40,4,0.171875,0.875,P
HKU1_S1,40,5,0.59375,0.875,P
HKU1_S1,40,6,0.0625,0.875,P
HKU1_S1,45,1,0.0196078431372549,0.875,P
HKU1_S1,45,2,0.0392156862745098,0.875,P
HKU1_S1,45,3,0.058823529411764705,0.875,P
HKU1_S1,45,4,0.27450980392156865,0.875,P
HKU1_S1,45,5,0.5882352941176471,0.875,P
HKU1_S1,45,6,0.0196078431372549,0.875,P
HKU1_S1,50,1,0.057692307692307696,0.875,P
HKU1_S1,50,2,0.019230769230769232,0.875,P
HKU1_S1,50,3,0.1346153846153846,0.875,P
HKU1_S1,50,4,0.23076923076923078,0.875,P
HKU1_S1,50,5,0.5576923076923077,0.875,P
HKU1_S1,55,2,0.027777777777777776,0.875,P
HKU1_S1,55,3,0.16666666666666666,0.875,P
HKU1_S1,55,4,0.16666666666666666,0.875,P
HKU1_S1,55,5,0.5277777777777778,0.875,P
HKU1_S1,55,6,0.1111111111111111,0.875,P
HKU1_S1,60,3,0.05,0.875,P
HKU1_S1,60,4,0.15,0.875,P
HKU1_S1,60,5,0.75,0.875,P
HKU1_S1,60,6,0.05,0.875,P
HKU1_S1,65,2,0.14285714285714285,0.875,P
HKU1_S1,65,4,0.14285714285714285,0.875,P
HKU1_S1,65,5,0.7142857142857143,0.875,P
NL63_S1,0,1,0.22058823529411764,0.25,P
NL63_S1,0,2,0.11764705882352941,0.25,M
NL63_S1,0,3,0.20588235294117646,0.25,M
NL63_S1,0,4,0.35294117647058826,0.25,M
NL63_S1,0,5,0.10294117647058823,0.25,M
NL63_S1,0.125,1,0.68,0.25,P
NL63_S1,0.125,2,0.16,0.25,M
NL63_S1,0.125,3,0.12,0.25,M
NL63_S1,0.125,4,0.04,0.25,M
NL63_S1,0.25,1,0.8837209302325582,0.25,P
NL63_S1,0.25,2,0.023255813953488372,0.25,M
NL63_S1,0.25,3,0.09302325581395349,0.25,M
NL63_S1,0.375,1,0.8333333333333334,0.25,P
NL63_S1,0.375,3,0.05555555555555555,0.25,P
NL63_S1,0.375,4,0.1111111111111111,0.25,P
NL63_S1,0.5,1,0.84,0.25,P
NL63_S1,0.5,2,0.01,0.25,P
NL63_S1,0.5,3,0.06,0.25,P
NL63_S1,0.5,4,0.07,0.25,P
NL63_S1,0.5,5,0.02,0.25,P
NL63_S1,0.625,1,0.7333333333333333,0.25,P
NL63_S1,0.625,2,0.044444444444444446,0.25,P
NL63_S1,0.625,4,0.15555555555555556,0.25,P
NL63_S1,0.625,5,0.06666666666666667,0.25,P
NL63_S1,0.75,1,0.782608695652174,0.25,P
NL63_S1,0.75,2,0.043478260869565216,0.25,P
NL63_S1,0.75,3,0.08695652173913043,0.25,P
NL63_S1,0.75,4,0.043478260869565216,0.25,P
NL63_S1,0.75,5,0.043478260869565216,0.25,P
NL63_S1,0.875,1,0.7083333333333334,0.25,P
NL63_S1,0.875,2,0.08333333333333333,0.25,P
NL63_S1,0.875,3,0.125,0.25,P
NL63_S1,0.875,4,0.041666666666666664,0.25,P
NL63_S1,0.875,5,0.041666666666666664,0.25,P
NL63_S1,1,1,0.7604790419161677,0.25,P
NL63_S1,1,2,0.005988023952095809,0.25,P
NL63_S1,1,3,0.04790419161676647,0.25,P
NL63_S1,1,4,0.11976047904191617,0.25,P
NL63_S1,1,5,0.0658682634730539,0.25,P
NL63_S1,2,1,0.5689655172413793,0.25,P
NL63_S1,2,2,0.04310344827586207,0.25,P
NL63_S1,2,3,0.0603448275862069,0.25,P
NL63_S1,2,4,0.13793103448275862,0.25,P
NL63_S1,2,5,0.1896551724137931,0.25,P
NL63_S1,3,1,0.4764705882352941,0.25,P
NL63_S1,3,2,0.01764705882352941,0.25,P
NL63_S1,3,3,0.13529411764705881,0.25,P
NL63_S1,3,4,0.28823529411764703,0.25,P
NL63_S1,3,5,0.08235294117647059,0.25,P
NL63_S1,4,1,0.28901734104046245,0.25,P
NL63_S1,4,2,0.06358381502890173,0.25,P
NL63_S1,4,3,0.2023121387283237,0.25,P
NL63_S1,4,4,0.24277456647398843,0.25,P
NL63_S1,4,5,0.2023121387283237,0.25,P
NL63_S1,5,1,0.22072936660268713,0.25,P
NL63_S1,5,2,0.04798464491362764,0.25,P
NL63_S1,5,3,0.1324376199616123,0.25,P
NL63_S1,5,4,0.3550863723608445,0.25,P
NL63_S1,5,5,0.2437619961612284,0.25,P
NL63_S1,10,1,0.23628691983122363,0.25,P
NL63_S1,10,2,0.05907172995780591,0.25,P
NL63_S1,10,3,0.1308016877637131,0.25,P
NL63_S1,10,4,0.31223628691983124,0.25,P
NL63_S1,10,5,0.2616033755274262,0.25,P
NL63_S1,15,1,0.11940298507462686,0.25,P
NL63_S1,15,2,0.03731343283582089,0.25,P
NL63_S1,15,3,0.1417910447761194,0.25,P
NL63_S1,15,4,0.5223880597014925,0.25,P
NL63_S1,15,5,0.1791044776119403,0.25,P
NL63_S1,20,2,0.02127659574468085,0.25,P
NL63_S1,20,3,0.19148936170212766,0.25,P
NL63_S1,20,4,0.7021276595744681,0.25,P
NL63_S1,20,5,0.0851063829787234,0.25,P
NL63_S1,25,1,0.014285714285714285,0.25,P
NL63_S1,25,2,0.1,0.25,P
NL63_S1,25,3,0.18571428571428572,0.25,P
NL63_S1,25,4,0.6,0.25,P
NL63_S1,25,5,0.1,0.25,P
NL63_S1,30,1,0.0784313725490196,0.25,P
NL63_S1,30,2,0.0392156862745098,0.25,P
NL63_S1,30,3,0.13725490196078433,0.25,P
NL63_S1,30,4,0.6470588235294118,0.25,P
NL63_S1,30,5,0.09803921568627451,0.25,P
NL63_S1,35,1,0.04918032786885246,0.25,P
NL63_S1,35,2,0.04918032786885246,0.25,P
NL63_S1,35,3,0.18032786885245902,0.25,P
NL63_S1,35,4,0.5573770491803278,0.25,P
NL63_S1,35,5,0.16393442622950818,0.25,P
NL63_S1,40,1,0.0625,0.25,P
NL63_S1,40,2,0.03125,0.25,P
NL63_S1,40,3,0.125,0.25,P
NL63_S1,40,4,0.65625,0.25,P
NL63_S1,40,5,0.125,0.25,P
NL63_S1,45,1,0.058823529411764705,0.25,P
NL63_S1,45,2,0.09803921568627451,0.25,P
NL63_S1,45,3,0.09803921568627451,0.25,P
NL63_S1,45,4,0.6078431372549019,0.25,P
NL63_S1,45,5,0.13725490196078433,0.25,P
NL63_S1,50,1,0.07692307692307693,0.25,P
NL63_S1,50,3,0.25,0.25,P
NL63_S1,50,4,0.5769230769230769,0.25,P
NL63_S1,50,5,0.09615384615384616,0.25,P
NL63_S1,55,1,0.05555555555555555,0.25,P
NL63_S1,55,2,0.027777777777777776,0.25,P
NL63_S1,55,3,0.2222222222222222,0.25,P
NL63_S1,55,4,0.5833333333333334,0.25,P
NL63_S1,55,5,0.1111111111111111,0.25,P
NL63_S1,60,1,0.2,0.25,P
NL63_S1,60,3,0.35,0.25,P
NL63_S1,60,4,0.35,0.25,P
NL63_S1,60,5,0.1,0.25,P
NL63_S1,65,3,0.2857142857142857,0.25,P
NL63_S1,65,4,0.42857142857142855,0.25,P
NL63_S1,65,5,0.2857142857142857,0.25,P
OC43_HE,0,1,0.2426470588235294,0.75,P
OC43_HE,0,2,0.10294117647058823,0.75,M
OC43_HE,0,3,0.27941176470588236,0.75,M
OC43_HE,0,4,0.25,0.75,M
OC43_HE,0,5,0.125,0.75,M
OC43_HE,0.125,1,0.64,0.75,P
OC43_HE,0.125,2,0.16,0.75,M
OC43_HE,0.125,3,0.12,0.75,M
OC43_HE,0.125,4,0.04,0.75,M
OC43_HE,0.125,5,0.04,0.75,M
OC43_HE,0.25,1,0.8604651162790697,0.75,P
OC43_HE,0.25,2,0.09302325581395349,0.75,M
OC43_HE,0.25,3,0.046511627906976744,0.75,M
OC43_HE,0.375,1,0.8333333333333334,0.75,P
OC43_HE,0.375,2,0.05555555555555555,0.75,M
OC43_HE,0.375,4,0.1111111111111111,0.75,M
OC43_HE,0.5,1,0.89,0.75,P
OC43_HE,0.5,2,0.02,0.75,M
OC43_HE,0.5,3,0.04,0.75,M
OC43_HE,0.5,4,0.03,0.75,M
OC43_HE,0.5,5,0.02,0.75,M
OC43_HE,0.625,1,0.8666666666666667,0.75,P
OC43_HE,0.625,2,0.022222222222222223,0.75,M
OC43_HE,0.625,3,0.022222222222222223,0.75,M
OC43_HE,0.625,4,0.044444444444444446,0.75,M
OC43_HE,0.625,5,0.044444444444444446,0.75,M
OC43_HE,0.75,1,0.9782608695652174,0.75,P
OC43_HE,0.75,3,0.021739130434782608,0.75,M
OC43_HE,0.875,1,0.9166666666666666,0.75,P
OC43_HE,0.875,2,0.041666666666666664,0.75,P
OC43_HE,0.875,3,0.041666666666666664,0.75,P
OC43_HE,1,1,0.8203592814371258,0.75,P
OC43_HE,1,2,0.005988023952095809,0.75,P
OC43_HE,1,3,0.04790419161676647,0.75,P
OC43_HE,1,4,0.11976047904191617,0.75,P
OC43_HE,1,5,0.005988023952095809,0.75,P
OC43_HE,2,1,0.5431034482758621,0.75,P
OC43_HE,2,2,0.0603448275862069,0.75,P
OC43_HE,2,3,0.11206896551724138,0.75,P
OC43_HE,2,4,0.13793103448275862,0.75,P
OC43_HE,2,5,0.14655172413793102,0.75,P
OC43_HE,3,1,0.3941176470588235,0.75,P
OC43_HE,3,2,0.07058823529411765,0.75,P
OC43_HE,3,3,0.13529411764705881,0.75,P
OC43_HE,3,4,0.2,0.75,P
OC43_HE,3,5,0.2,0.75,P
OC43_HE,4,1,0.2947976878612717,0.75,P
OC43_HE,4,2,0.13872832369942195,0.75,P
OC43_HE,4,3,0.10982658959537572,0.75,P
OC43_HE,4,4,0.26011560693641617,0.75,P
OC43_HE,4,5,0.19653179190751446,0.75,P
OC43_HE,5,1,0.09788867562380038,0.75,P
OC43_HE,5,2,0.09213051823416507,0.75,P
OC43_HE,5,3,0.18426103646833014,0.75,P
OC43_HE,5,4,0.381957773512476,0.75,P
OC43_HE,5,5,0.2437619961612284,0.75,P
OC43_HE,10,1,0.16455696202531644,0.75,P
OC43_HE,10,2,0.08438818565400844,0.75,P
OC43_HE,10,3,0.21518987341772153,0.75,P
OC43_HE,10,4,0.33755274261603374,0.75,P
OC43_HE,10,5,0.19831223628691982,0.75,P
OC43_HE,15,1,0.11940298507462686,0.75,P
OC43_HE,15,2,0.11940298507462686,0.75,P
OC43_HE,15,3,0.208955223880597,0.75,P
OC43_HE,15,4,0.35074626865671643,0.75,P
OC43_HE,15,5,0.20149253731343283,0.75,P
OC43_HE,20,1,0.1276595744680851,0.75,P
OC43_HE,20,2,0.0851063829787234,0.75,P
OC43_HE,20,3,0.2553191489361702,0.75,P
OC43_HE,20,4,0.2978723404255319,0.75,P
OC43_HE,20,5,0.23404255319148937,0.75,P
OC43_HE,25,1,0.1,0.75,P
OC43_HE,25,2,0.08571428571428572,0.75,P
OC43_HE,25,3,0.24285714285714285,0.75,P
OC43_HE,25,4,0.2857142857142857,0.75,P
OC43_HE,25,5,0.2857142857142857,0.75,P
OC43_HE,30,1,0.0196078431372549,0.75,P
OC43_HE,30,2,0.058823529411764705,0.75,P
OC43_HE,30,3,0.3137254901960784,0.75,P
OC43_HE,30,4,0.35294117647058826,0.75,P
OC43_HE,30,5,0.2549019607843137,0.75,P
OC43_HE,35,1,0.04918032786885246,0.75,P
OC43_HE,35,2,0.04918032786885246,0.75,P
OC43_HE,35,3,0.19672131147540983,0.75,P
OC43_HE,35,4,0.45901639344262296,0.75,P
OC43_HE,35,5,0.2459016393442623,0.75,P
OC43_HE,40,1,0.109375,0.75,P
OC43_HE,40,2,0.015625,0.75,P
OC43_HE,40,3,0.109375,0.75,P
OC43_HE,40,4,0.359375,0.75,P
OC43_HE,40,5,0.40625,0.75,P
OC43_HE,45,1,0.13725490196078433,0.75,P
OC43_HE,45,2,0.09803921568627451,0.75,P
OC43_HE,45,3,0.1568627450980392,0.75,P
OC43_HE,45,4,0.37254901960784315,0.75,P
OC43_HE,45,5,0.23529411764705882,0.75,P
OC43_HE,50,1,0.17307692307692307,0.75,P
OC43_HE,50,2,0.07692307692307693,0.75,P
OC43_HE,50,3,0.25,0.75,P
OC43_HE,50,4,0.25,0.75,P
OC43_HE,50,5,0.25,0.75,P
OC43_HE,55,1,0.027777777777777776,0.75,P
OC43_HE,55,2,0.08333333333333333,0.75,P
OC43_HE,55,3,0.2222222222222222,0.75,P
OC43_HE,55,4,0.3888888888888889,0.75,P
OC43_HE,55,5,0.2777777777777778,0.75,P
OC43_HE,60,1,0.15,0.75,P
OC43_HE,60,2,0.15,0.75,P
OC43_HE,60,3,0.15,0.75,P
OC43_HE,60,4,0.15,0.75,P
OC43_HE,60,5,0.4,0.75,P
OC43_HE,65,1,0.14285714285714285,0.75,P
OC43_HE,65,3,0.14285714285714285,0.75,P
OC43_HE,65,4,0.2857142857142857,0.75,P
OC43_HE,65,5,0.42857142857142855,0.75,P
a_229E_S1,0,1,0.16176470588235295,0.75,P
a_229E_S1,0,2,0.07352941176470588,0.75,M
a_229E_S1,0,3,0.15441176470588236,0.75,M
a_229E_S1,0,4,0.36764705882352944,0.75,M
a_229E_S1,0,5,0.2426470588235294,0.75,M
a_229E_S1,0.125,1,0.6,0.75,P
a_229E_S1,0.125,2,0.16,0.75,M
a_229E_S1,0.125,3,0.08,0.75,M
a_229E_S1,0.125,4,0.16,0.75,M
a_229E_S1,0.25,1,0.7906976744186046,0.75,P
a_229E_S1,0.25,2,0.11627906976744186,0.75,M
a_229E_S1,0.25,3,0.046511627906976744,0.75,M
a_229E_S1,0.25,4,0.046511627906976744,0.75,M
a_229E_S1,0.375,1,0.6666666666666666,0.75,P
a_229E_S1,0.375,2,0.05555555555555555,0.75,M
a_229E_S1,0.375,3,0.16666666666666666,0.75,M
a_229E_S1,0.375,4,0.05555555555555555,0.75,M
a_229E_S1,0.375,5,0.05555555555555555,0.75,M
a_229E_S1,0.5,1,0.93,0.75,P
a_229E_S1,0.5,2,0.01,0.75,M
a_229E_S1,0.5,3,0.03,0.75,M
a_229E_S1,0.5,4,0.02,0.75,M
a_229E_S1,0.5,5,0.01,0.75,M
a_229E_S1,0.625,1,0.9333333333333333,0.75,P
a_229E_S1,0.625,2,0.022222222222222223,0.75,M
a_229E_S1,0.625,3,0.022222222222222223,0.75,M
a_229E_S1,0.625,5,0.022222222222222223,0.75,M
a_229E_S1,0.75,1,0.9782608695652174,0.75,P
a_229E_S1,0.75,3,0.021739130434782608,0.75,M
a_229E_S1,0.875,1,0.9583333333333334,0.75,P
a_229E_S1,0.875,4,0.041666666666666664,0.75,P
a_229E_S1,1,1,0.8982035928143712,0.75,P
a_229E_S1,1,2,0.005988023952095809,0.75,P
a_229E_S1,1,3,0.023952095808383235,0.75,P
a_229E_S1,1,4,0.017964071856287425,0.75,P
a_229E_S1,1,5,0.05389221556886228,0.75,P
a_229E_S1,2,1,0.7413793103448276,0.75,P
a_229E_S1,2,2,0.02586206896551724,0.75,P
a_229E_S1,2,3,0.017241379310344827,0.75,P
a_229E_S1,2,4,0.09482758620689655,0.75,P
a_229E_S1,2,5,0.1206896551724138,0.75,P
a_229E_S1,3,1,0.7,0.75,P
a_229E_S1,3,2,0.029411764705882353,0.75,P
a_229E_S1,3,3,0.041176470588235294,0.75,P
a_229E_S1,3,4,0.11764705882352941,0.75,P
a_229E_S1,3,5,0.11176470588235295,0.75,P
a_229E_S1,4,1,0.5895953757225434,0.75,P
a_229E_S1,4,2,0.04046242774566474,0.75,P
a_229E_S1,4,3,0.08092485549132948,0.75,P
a_229E_S1,4,4,0.18497109826589594,0.75,P
a_229E_S1,4,5,0.10404624277456648,0.75,P
a_229E_S1,5,1,0.4760076775431862,0.75,P
a_229E_S1,5,2,0.07677543186180422,0.75,P
a_229E_S1,5,3,0.10556621880998081,0.75,P
a_229E_S1,5,4,0.2092130518234165,0.75,P
a_229E_S1,5,5,0.1324376199616123,0.75,P
a_229E_S1,10,1,0.28270042194092826,0.75,P
a_229E_S1,10,2,0.11392405063291139,0.75,P
a_229E_S1,10,3,0.17721518987341772,0.75,P
a_229E_S1,10,4,0.28270042194092826,0.75,P
a_229E_S1,10,5,0.14345991561181434,0.75,P
a_229E_S1,15,1,0.1791044776119403,0.75,P
a_229E_S1,15,2,0.1044776119402985,0.75,P
a_229E_S1,15,3,0.11940298507462686,0.75,P
a_229E_S1,15,4,0.3582089552238806,0.75,P
a_229E_S1,15,5,0.23880597014925373,0.75,P
a_229E_S1,20,1,0.1276595744680851,0.75,P
a_229E_S1,20,2,0.06382978723404255,0.75,P
a_229E_S1,20,3,0.19148936170212766,0.75,P
a_229E_S1,20,4,0.3829787234042553,0.75,P
a_229E_S1,20,5,0.23404255319148937,0.75,P
a_229E_S1,25,1,0.1,0.75,P
a_229E_S1,25,2,0.05714285714285714,0.75,P
a_229E_S1,25,3,0.17142857142857143,0.75,P
a_229E_S1,25,4,0.3142857142857143,0.75,P
a_229E_S1,25,5,0.35714285714285715,0.75,P
a_229E_S1,30,1,0.11764705882352941,0.75,P
a_229E_S1,30,2,0.058823529411764705,0.75,P
a_229E_S1,30,3,0.11764705882352941,0.75,P
a_229E_S1,30,4,0.3137254901960784,0.75,P
a_229E_S1,30,5,0.39215686274509803,0.75,P
a_229E_S1,35,1,0.03278688524590164,0.75,P
a_229E_S1,35,2,0.06557377049180328,0.75,P
a_229E_S1,35,3,0.16393442622950818,0.75,P
a_229E_S1,35,4,0.39344262295081966,0.75,P
a_229E_S1,35,5,0.3442622950819672,0.75,P
a_229E_S1,40,1,0.078125,0.75,P
a_229E_S1,40,2,0.03125,0.75,P
a_229E_S1,40,3,0.109375,0.75,P
a_229E_S1,40,4,0.3125,0.75,P
a_229E_S1,40,5,0.46875,0.75,P
a_229E_S1,45,1,0.058823529411764705,0.75,P
a_229E_S1,45,2,0.0196078431372549,0.75,P
a_229E_S1,45,3,0.11764705882352941,0.75,P
a_229E_S1,45,4,0.43137254901960786,0.75,P
a_229E_S1,45,5,0.37254901960784315,0.75,P
a_229E_S1,50,1,0.07692307692307693,0.75,P
a_229E_S1,50,2,0.09615384615384616,0.75,P
a_229E_S1,50,3,0.21153846153846154,0.75,P
a_229E_S1,50,4,0.3269230769230769,0.75,P
a_229E_S1,50,5,0.28846153846153844,0.75,P
a_229E_S1,55,1,0.05555555555555555,0.75,P
a_229E_S1,55,2,0.05555555555555555,0.75,P
a_229E_S1,55,3,0.19444444444444445,0.75,P
a_229E_S1,55,4,0.16666666666666666,0.75,P
a_229E_S1,55,5,0.5277777777777778,0.75,P
a_229E_S1,60,2,0.1,0.75,P
a_229E_S1,60,3,0.3,0.75,P
a_229E_S1,60,4,0.25,0.75,P
a_229E_S1,60,5,0.35,0.75,P
a_229E_S1,65,3,0.14285714285714285,0.75,P
a_229E_S1,65,4,0.2857142857142857,0.75,P
a_229E_S1,65,5,0.5714285714285714,0.75,P
